,RAW DATA
11759,announcements
11769,rapid prototyping
11772,Maya
11773,UDK
11784,deliverables
11785,milestones
11786,scalability
11787,maintainability
11789,retrospectives
11793,announcements
11804,deployment
11805,TypeScript
11812,Typescript
11814,scalability
11815,accessibility
11817,deployment
11820,Refactoring
11822,tooling
11823,automation
11825,JavaScript
11826,TypeScript
11828,deployment strategies
11833,XSS
11836,SaaS
11838,announcements
11846,deliverables
11847,milestones
11848,scalability
11849,maintainability
11851,retrospectives
11855,announcements
11869,S3
11875,Python
11876,SQL
11877,Apache Spark
11879,AWS
11892,APIs
11893,test automation
11898,SQL
11899,NoSQL
11903,Redis
11904,computer networking
11905,protocols
11906,Scala
11909,frameworks
11911,normalization
11912,sampling
11913,linear regression
11926,APIs
11930,deployment
11933,TypeScript
11934,Node
11937,MongoDB
11938,AWS
11940,Typescript
11941,Node
11943,MongoDB
11947,Docker
11951,announcements
11956,Scala
11959,frameworks
11961,normalization
11962,sampling
11963,linear regression
11981,deployment
11982,TypeScript
11989,Typescript
11991,scalability
11992,accessibility
11994,deployment
11998,JavaScript
11999,TypeScript
12001,deployment strategies
12003,Angular
12006,announcements
12016,deployment
12019,TypeScript
12020,Node
12023,MongoDB
12024,AWS
12026,Typescript
12027,Node
12029,MongoDB
12032,Typescript
12038,APIs
12039,Angular
12043,announcements
12052,Python
12053,JavaScript
12054,Golang
12062,Typescript
12063,Django
12070,Python
12071,JavaScript
12072,Golang
12083,Python
12084,JavaScript
12085,Golang
12096,Python
12097,JavaScript
12098,Golang
12125,frameworks
12128,tooling
12129,automation
12132,coding
12133,scripting
12139,containers
12146,PostgreSQL
12147,Redis
12157,AWS
12158,Azure
12159,GCP
12162,troubleshooting
12173,OOP
12178,SQL
12179,databases
12180,Golang
12182,JavaScript
12183,TypeScript
12184,Angular
12185,JSP
12187,AWS
12189,Docker
12192,Linux
12214,frameworks
12217,tooling
12218,automation
12221,coding
12222,scripting
12228,containers
12235,PostgreSQL
12236,Redis
12246,AWS
12247,Azure
12248,GCP
12251,troubleshooting
12276,frameworks
12280,tooling
12281,automation
12284,coding
12285,scripting
12289,microservices
12291,containers
12298,PostgreSQL
12299,Redis
12308,AWS
12309,Azure
12310,GCP
12313,troubleshooting
12339,frameworks
12343,tooling
12344,automation
12347,coding
12348,scripting
12352,microservices
12354,containers
12361,PostgreSQL
12362,Redis
12371,AWS
12372,Azure
12373,GCP
12376,troubleshooting
12387,strategic roadmaps
12389,deadlines
12390,deliverables
12392,Mentor
12393,coding standards
12402,Golang
12403,Ruby
12404,Python
12405,Linux
12416,strategic roadmaps
12418,deadlines
12419,deliverables
12421,Mentor
12422,coding standards
12431,Golang
12432,Ruby
12433,Python
12434,Linux
12445,strategic roadmaps
12447,deadlines
12448,deliverables
12450,Mentor
12451,coding standards
12460,Golang
12461,Ruby
12462,Python
12463,Linux
12474,strategic roadmaps
12476,deadlines
12477,deliverables
12479,Mentor
12480,coding standards
12489,Golang
12490,Ruby
12491,Python
12492,Linux
12503,strategic roadmaps
12505,deadlines
12506,deliverables
12508,Mentor
12509,coding standards
12518,Golang
12519,Ruby
12520,Python
12521,Linux
12532,strategic roadmaps
12534,deadlines
12535,deliverables
12537,Mentor
12538,coding standards
12547,Golang
12548,Ruby
12549,Python
12550,Linux
12561,strategic roadmaps
12563,deadlines
12564,deliverables
12566,Mentor
12567,coding standards
12576,Golang
12577,Ruby
12578,Python
12579,Linux
12584,Affinity
12586,integrations
12589,conception
12590,deployment
12591,deployment
12596,wireframes
12599,APIs
12601,Node
12602,JS
12603,Angular
12614,deployment
12615,documentation
12616,API development
12618,deadlines
12619,strong organizational skills
12620,professionalism
12625,APIs
12627,Linux
12629,troubleshooting
12631,Python
12637,protocols
12638,agile software development
12639,Git
12642,MATLAB
12643,LabView
12644,GUI
12645,Docker
12650,authentication
12651,encryption
12657,protocols
12659,oscilloscope
12660,spectrum analyzer
12661,signal generators
12663,Linux
12666,Python
12667,Affinity
12678,Cloud Computing
12680,emerging technologies
12683,designing
12687,TOGAF
12692,analytics
12695,cloud computing
12696,Agile methodologies
12701,wireframes
12705,test scenarios
12707,SDLC
12708,presentations
12712,Entity Framework
12717,lending
12729,Affinity
12733,recruiting
12734,Transparency
12735,Agility
12740,middleware
12743,deployment
12744,documentation
12745,API development
12747,deadlines
12748,strong organizational skills
12749,professionalism
12753,APIs
12755,scalability
12757,usability
12765,frameworks
12774,Linux
12778,Ethernet
12779,USB
12780,PCIe
12784,agile methodologies
12785,Git
12790,frameworks
12792,Meteor
12793,MongoDB
12795,Python
12799,SSL
12801,authentication
12802,encryption
12809,Affinity
12814,automation
12819,constructive feedback
12822,MySQL
12823,SQL Server
12824,Azure
12825,AWS
12826,Agile development
12827,Scrum
12828,Kanban
12829,Jira
12831,deployment
12832,Bamboo
12833,Jenkins
12834,Git
12841,DevOps
12844,POS
12846,Ruby
12847,Rails
12849,Affinity
12850,Affinity
12853,recruiting
12854,Transparency
12855,Agility
12857,project coordination
12866,Loan Origination
12870,MVC
12871,WCF
12874,Bootstrap
12883,upgrades
12886,deadlines
12889,ADO
12890,MVC
12891,WCF
12892,LINQ
12893,WEB API
12894,JavaScript
12895,jQuery
12896,BootStrap
12898,Accessibility
12900,Affinity
12904,recruiting
12905,Transparency
12906,Agility
12907,Affinity
12908,QA
12910,corrective actions
12918,documentation
12924,JMeter
12925,Fiddler
12927,Microsoft SQL
12930,BDD
12932,exploratory testing
12933,user acceptance testing
12937,fiddler
12938,MongoDb
12939,MSSQL
12940,Continuous Integration
12943,problem solving
12947,automation
12964,QA
12967,SOA
12973,wireframes
12977,test scenarios
12979,SDLC
12980,presentations
12990,CSS
12992,JavaScript
12994,InVision
13001,lending
13002,Android SDK
13007,OpenSSL
13008,networking
13012,Python
13013,Scala
13025,specifications
13030,Linux
13032,Python
13035,SQL
13039,dashboards
13040,data visualization
13042,ReactJS
13050,Python
13051,PowerShell
13052,Android SDK
13055,OpenSSL
13056,networking
13059,designing
13061,automation
13067,optimization
13069,networking
13070,protocols
13072,Linux
13075,subnetting
13077,firewalls
13080,Ansible
13084,OpenVPN
13085,IPSec
13086,FreeRadius
13087,Bind
13095,Quantitative Finance
13098,Object Oriented Programming
13100,User Interface design
13104,Strong Work Ethic
13109,conversions
13112,deliverables
13113,metrics
13116,mentoring
13126,Oracle
13130,software configuration management
13135,Junit
13141,GitHub
13142,Agile Methodology
13143,Apache Maven
13144,Jenkins
13146,JCR
13148,Kibana
13149,PHP
13157,CSS
13160,PHPUnit
13163,coding standards
13166,Logical thinker
13167,Fast learner
13174,automation
13175,data wrangling
13177,presentations
13181,queries
13197,terminology
13203,ISTQB
13209,constructive feedback
13217,Javascript
13218,user documentation
13221,advocacy
13226,TypeScript
13234,continuous integration
13236,TeamCity
13237,Octopus
13241,highway geometric design
13251,deliverables
13259,specifications
13265,SOPs
13276,simulations
13283,Optimisation
13284,Reinforcement Learning
13285,Python
13289,scalability
13293,estimation
13294,sprint planning
13295,documentation
13309,TypeScript
13312,Web API
13313,OOP
13315,Entity Framework
13320,analyzing
13323,Strong interpersonal skills
13325,Entity Framework
13327,AWS
13329,LMS
13330,HTML
13331,CSS
13332,JavaScript
13333,TypeScript
13334,SQL Server
13346,Scrum
13356,SQL
13357,Python
13358,SQL
13364,TAM
13369,AWS
13370,Azure
13371,GCP
13420,ITIL
13431,alignment
13432,DoD
13436,deployment
13438,prototyping
13442,Computer simulation
13445,protocols
13449,protocols
13456,JavaScript
13457,CSS
13458,HTML
13460,configuration
13467,deployment
13470,NoSQL
13481,GCP
13482,AWS
13486,design specifications
13494,QA
13498,networking
13501,SSL
13502,EAP
13504,Radius
13508,multithreading
13511,IPC
13515,Linux
13516,debugging
13517,creative problem solving
13518,secure coding
13532,QA
13536,problem solving
13539,deadlines
13542,Installing
13543,configuring
13547,corrective actions
13550,documentation
13552,Linux
13553,Centos
13554,RedHat
13559,NFS
13560,DFS
13561,SMB
13563,Virtualization
13564,Containerization
13566,Dell
13568,reliability
13574,Ansible
13576,Ruby
13577,Scala
13578,Python
13579,Bash
13584,operational efficiency
13586,Git
13587,GitLab
13588,Jenkins
13594,accessibility
13596,conceptual design
13603,SDLC
13604,technical documentation
13607,JavaScript
13609,CSS
13610,DOM
13614,Flux
13618,ECMAScript
13628,NPM
13630,benchmarking
13631,optimization
13634,Git
13635,SVN
13644,packaging
13649,i18n
13651,good communicator
13652,facilitator
13659,Forecasting
13661,operational efficiency
13664,validation
13665,experimentation
13670,linear algebra
13673,regression
13675,clustering
13677,experimentation
13678,hypothesis testing
13679,Python
13681,data manipulation
13682,SQL
13683,Spark
13687,Curiosity
13688,Scrum master
13695,QT
13697,Python
13700,IP networking
13702,roadmap
13704,Javascript
13708,Jenkins
13709,AWS
13719,scalability
13720,maintainability
13721,coding
13726,mentorship
13731,frameworks
13733,Angular
13739,Python
13741,JavaScript
13745,KPIs
13748,ROI
13759,messaging
13763,tournaments
13766,metrics
13769,blogs
13775,Angular
13778,CSS
13784,Azure
13788,Angular
13789,TypeScript
13791,SQL
13792,Spark
13794,coding
13796,Interpersonal skills
13802,analytics
13814,tooling
13815,Scala
13816,Python
13819,Scala
13820,Python
13831,Athena
13839,SQL
13842,deployment
13846,operational excellence
13847,AWS
13852,AWS
13853,reliability
13858,reliability
13861,algorithms
13863,troubleshooting
13872,replication
13878,SQL
13879,relational databases
13881,frontend development
13882,microservices
13885,Api
13886,Cassandra
13887,PostgreSQL
13888,MySQL
13890,Jenkins
13891,Git
13892,Ansible
13896,teamwork
13901,MIS
13902,SAP BW
13903,SAP HANA
13906,statistical modeling
13907,Excel
13908,PowerPoint
13909,Skype
13915,debugging
13916,constructive feedback
13922,object oriented design
13923,Bluetooth
13925,QNX
13926,Linux
13929,frameworks
13934,Git
13935,interpersonal skills
13937,gdb
13938,valgrind
13941,debugging
13942,constructive feedback
13949,APIs
13951,object oriented design
13953,algorithms
13954,USB
13956,QNX
13957,Linux
13960,frameworks
13968,Bluetooth
13969,USB
13971,gdb
13974,Linux
13978,interpersonal skills
13983,reliability
13984,APIs
13985,Typescript
13990,estimation
13991,sprint planning
13992,documentation
14004,TypeScript
14014,Strong interpersonal skills
14018,accessibility
14021,LMS
14022,HTML
14023,CSS
14024,JavaScript
14025,TypeScript
14027,SQL Server
14029,conception
14032,VB
14036,HTML
14037,JavaScript
14038,CSS
14039,Bootstrap
14041,AJAX
14042,Grunt
14043,Gulp
14044,Bower
14045,AngularJS
14047,jQuery
14049,Sass
14050,Python
14051,PHP
14052,Ruby
14053,JavaScript
14054,MySQL
14055,PostgreSQL
14056,Oracle
14059,Apache
14060,Nginx
14061,ISS
14063,Ruby
14064,Rails
14066,CakePHP
14069,deployment
14072,specifications
14074,Jira
14075,GitLab
14078,scalability
14079,accessibility
14084,JavaScript
14086,HTML
14087,CSS
14088,Git
14089,Angular
14091,Typescript
14094,AWS
14095,NodeJS
14100,qualification
14107,regulatory audits
14113,Microcontrollers
14115,Python
14117,validation
14120,GIT
14121,BITBUCKET
14133,scalability
14136,architectural plans
14138,experimentation
14139,Dedication
14143,tooling
14145,AWS
14149,protocols
14152,Spark
14156,low latency
14160,OOPs
14164,JavaScript
14165,jQuery
14166,Microsoft SQL Server
14169,Git
14170,TFS
14172,technical documentation
14184,analytics
14194,JavaScript
14195,jQuery
14196,HTML
14198,Google Analytics
14200,digital analytics
14206,deliveries
14209,coding languages
14210,frameworks
14220,coding
14222,Strong organizational skills
14225,Frameworks
14227,Oracle
14228,ORM
14230,Hibernate
14232,OAuth
14233,IAM
14234,GIT
14235,Jira
14242,networking
14245,D3
14246,SVG
14247,WebGL
14248,Typescript
14250,interfaces
14251,frontend
14252,scalability
14253,maintainability
14258,frontend
14260,JavaScript
14261,D3
14267,Startup
14270,mastering
14276,plugins
14277,demos
14279,Python
14281,Good interpersonal skills
14282,acoustics
14287,verification
14288,validation
14304,cascade
14317,verification
14318,validation
14321,styling
14325,brainstorming
14329,QA
14331,HTML
14332,CSS
14334,Excel
14335,interpersonal skills
14337,Manufacture
14344,coating
14350,manufacture
14356,assembly drawings
14357,specifications
14359,fixtures
14373,modelling
14375,CATIA V5
14377,CPD
14379,DFMA
14382,DFMA
14383,DFSS
14393,Maths
14394,Python
14406,traceability
14415,CMS
14416,Sitecore
14420,Apache
14421,AWS
14422,Azure
14430,Data Warehousing
14434,BODS
14456,DevOps
14459,Python
14460,ruby
14462,Linux
14466,Documentation
14474,databases
14479,audits
14483,specification
14490,cybersecurity
14493,configuration
14499,accountability
14501,AWS
14502,Azure
14503,GCP
14504,VMWare
14506,firewalls
14510,FIM
14513,IAM
14517,SIEM
14521,business acumen
14522,emerging trends
14526,Docker
14530,empathy
14531,JavaScript
14534,CSS
14541,strategic initiatives
14548,connectors
14554,protocols
14556,DNS
14559,firewalls
14560,troubleshooting
14563,AWS
14564,Azure
14565,GCP
14584,endpoint security
14586,SIEM
14591,encryption
14594,technical documentation
14598,visualization
14603,GCP
14604,AWS
14605,Python
14606,DOM
14611,PhantomJS
14612,Selenium
14613,CPA
14618,Google Analytics
14619,Adobe Analytics
14623,Data Visualization
14624,ETL
14629,neural networks
14630,anomaly detection
14632,exploratory data analysis
14636,approvals
14639,Architects
14644,MSc
14651,Mentor
14652,coding standards
14654,deadlines
14655,deliverables
14660,Coding experience
14664,coding
14676,refactoring
14680,MVC
14681,SQL Server
14682,Oracle
14684,LINQ
14686,MVC
14688,SQL server
14692,scripting
14693,Continuous Integration
14709,startups
14712,roadmap
14719,suppliers
14720,UAT
14727,MVC
14728,Javascript
14732,classic ASP
14733,VBA
14734,MS Office automation
14736,SSIS
14737,SSRS
14738,IIS
14742,documentation
14743,sequence diagrams
14757,automation
14759,Jenkins
14761,Bamboo
14767,tooling
14769,Nagios
14771,Splunk
14783,XDebug
14784,PHPUnit
14787,Git
14793,XML
14794,CSS
14795,CSS3
14797,Composer
14800,testers
14807,JUnit
14808,VmWare
14809,Docker
14811,Elasticsearch
14812,Logstash
14813,Kibana
14815,agile development
14817,frameworks
14831,Medication Therapy Management
14832,MTM
14833,pharmacists
14837,pharmacists
14839,pharmacists
14847,MTM
14857,pharmaceuticals
14873,databases
14874,OOPs
14875,QA
14879,QA
14884,Strong analytical skills
14887,JavaScript
14897,AWS
14898,Azure
14899,GCP
14902,CSS
14903,jQuery
14904,JavaScript
14907,Typescript
14909,GITHUB
14910,Jenkins
14915,SonarQube
14920,Core Java
14936,UI
14940,algorithms
14945,UX
14947,HTML
14948,IIS
14949,SharePoint
14952,SQL Server
14956,documentation
14963,MVC
14968,jQuery
14969,JavaScript
14970,CSS
14971,IIS
14973,SQL
14975,Web API
14980,CSS3
14981,jQuery
14982,GIT
14993,coding standards
14995,Quick learner
14999,TDD
15008,Agile methodologies
15011,frameworks
15015,testers
15017,good interpersonal skills
15022,Ruby
15023,Python
15028,Docker
15030,Linux
15032,Python
15034,Python
15037,Spark
15038,Numpy
15039,Pandas
15046,Python
15048,NLP
15054,Pandas
15055,Numpy
15056,SQL
15057,scalability
15059,fault tolerance
15062,rapid prototyping
15070,scalability
15071,resiliency
15085,algorithms
15086,scalability
15088,AWS
15090,emerging technologies
15092,MIS
15096,Ecommerce
15103,wireframes
15104,Scrum Master
15107,ReactJS
15108,HTML
15109,CSS
15110,CSS
15113,SASS
15114,JavaScript
15118,JavaScript
15124,debugging
15127,UNIX operating systems
15129,scalability
15134,installing
15139,connectivity
15142,Apache
15143,JBoss
15144,WebLogic
15145,Oracle
15146,databases
15149,Clustering
15157,Oracle
15158,JBOSS
15160,Shell Scripting
15163,Ticketing
15164,Documentation
15167,Kerberos
15169,NAS
15170,NFS
15176,SQL
15182,Active Directory
15183,UX
15189,Android SDK
15195,performance tuning
15197,algorithms
15201,Architects
15208,mentor
15209,constructive feedback
15211,retrospectives
15214,organizer
15218,constructive feedback
15222,Git
15223,Gradle
15224,packaging
15226,algorithms
15236,compliance procedures
15243,Asp
15244,Angular
15245,TypeScript
15246,frameworks
15247,Jasmine
15248,Karma
15249,NUnit
15251,Web API
15252,Asp
15253,Asp
15258,Html
15259,Css
15261,Javascript
15262,jQuery
15268,SQL Server
15270,Devops
15280,Python
15281,Django
15283,AWS
15284,Memcached
15285,RabbitMQ
15286,Zookeeper
15287,Docker
15288,Redis
15290,Puppet
15291,Ansible
15297,reliability
15298,dashboards
15303,MVC
15304,NodeJS
15305,Angular
15307,WCF
15310,ORM
15312,SQL Server
15316,SharePoint Online
15322,deployment
15328,MVC
15329,Dependency Injection
15330,Inversion
15332,TFS
15333,Visio
15339,ALM
15341,deployment
15343,SQL Server
15351,documentation
15353,commitments
15356,milestones
15359,Microsoft SQL Server
15362,ETL
15363,pipelines
15372,continuous integration
15377,ERP
15385,AFS
15386,Symphony
15397,verification
15409,frameworks
15410,frameworks
15411,TypeScript
15412,JavaScript
15414,frameworks
15417,Node
15418,Python
15419,Ruby
15420,Application frameworks
15421,Laravel
15422,Symfony
15423,Django
15424,Ruby
15425,Rails
15426,Databases
15428,MariaDB
15430,CMS
15431,WordPress
15434,Semantic markup
15436,UX
15437,accessibility
15440,frameworks
15444,Heroku
15445,CIO
15449,SAAS
15451,Scripting
15453,QA
15454,reliability
15460,consistency
15472,Powershell
15475,SharePoint Online
15476,Kofax
15478,WorkDay
15479,deadlines
15485,scheduling
15486,configuration
15492,readiness
15495,test scripts
15501,milestones
15506,suppliers
15521,suppliers
15526,ALM
15527,scheduling
15530,ServiceNow
15535,mentoring
15537,Scrum
15538,Kanban
15551,Python
15555,interpersonal communication skills
15556,tooling
15557,automation
15561,risk assessments
15564,software deployment
15575,QA
15590,Jenkins
15591,Ansible
15603,QA
15604,Scrum master
15609,SQL
15610,relational databases
15611,SQL Server
15612,Oracle
15616,XML
15617,XSLT
15622,Git
15623,Agile development
15626,perl
15631,Ruby
15632,Python
15634,Frontend
15635,UX
15638,automation
15640,algorithms
15648,Agile Software Development
15659,Scala
15664,Jira
15668,Git
15669,GitHub
15670,Vim
15672,workshops
15678,resiliency
15680,routing
15682,microservices
15691,advocacy
15692,TDD
15697,functional programming
15700,JavaScript
15701,ReactJs
15702,frameworks
15703,easyMock
15704,Mockito
15707,Selenium
15710,Jenkins
15713,Bamboo
15715,Docker
15717,databases
15719,AWS
15720,Azure
15723,XP
15724,Scrum
15725,Kanban
15727,specifications
15731,functional specifications
15737,user acceptance testing
15738,UAT
15745,CIS
15747,SDLC
15750,CIS
15754,SOQL
15757,Aura
15760,Scrum
15761,Kanban
15767,technical documentation
15775,APIs
15781,Docker
15791,API
15799,Docker
15803,Oracle
15808,HTML
15809,CSS
15812,WordPress
15815,PHP
15816,HTML
15817,JavaScript
15818,CSS
15821,MySQL
15822,XML
15823,Git
15824,WordPress
15825,PHP
15826,Ajax
15827,MySQL
15828,Adobe Photoshop
15829,Illustrator
15830,WordPress
15834,Internet Explorer
15837,WCAG
15838,Search engine optimization
15848,jQuery
15853,scalability
15860,HTML
15861,CSS
15863,SASS
15864,bootstrap
15866,JavaScript frameworks
15867,jQuery
15868,Angular
15871,usability
15872,CSS
15880,AWS
15883,scripting
15898,Mentoring
15903,logging
15912,AWS
15914,Microsoft SQL Server
15916,CouchBase
15917,MySQL
15924,SQL
15928,Cloud Computing
15930,Virtualization
15931,Networking
15933,firewalls
15936,orchestration
15939,AWS
15941,business continuity
15945,spark
15953,Spark
15957,Databases
15958,Oracle
15959,Netezza
15972,SDLC
15974,Javascript
15976,CSS3
15979,AWS
15987,Architects
15990,experimentation
15996,SDLC
15998,Javascript
16000,CSS3
16003,AWS
16012,Architects
16015,experimentation
16021,SDLC
16023,Javascript
16025,CSS3
16028,AWS
16037,Architects
16040,experimentation
16046,IoT
16049,ZigBee
16050,Bluetooth
16058,protocols
16067,LabVIEW
16068,Python
16074,workflow
16075,persistence
16076,messaging
16077,validation
16078,grid computing
16079,scalability
16081,clustering
16083,failover
16088,JDBC
16089,RMI
16090,J2EE
16091,XML
16093,TDD
16095,relational databases
16099,SQL
16101,HQL
16103,JAAS
16104,JNDI
16105,JMX
16106,JTA
16107,JMS
16111,SQL
16112,JDBC
16114,EJB
16116,Hibernate
16118,JMS
16119,RMI
16120,Eclipse
16122,application servers
16123,JBOSS
16128,Jenkins
16129,nexus
16130,Gradle
16134,Gameplay Programming
16138,Unreal Engine
16140,integrations
16150,SQL
16151,JavaScript
16152,CSS
16153,Linux
16154,Git
16163,relational databases
16164,analytics
16166,data warehousing
16167,dimensional modeling
16169,databases
16175,technical documentation
16176,deployment
16177,configuration
16178,troubleshooting
16182,algorithms
16192,CI
16198,firmware
16210,RRC
16213,Optimization
16215,Facilitation
16221,requirement gathering
16223,frameworks
16225,MySQL
16227,PostgreSQL
16231,Tableau
16238,dbt
16241,AWS
16244,Excel
16245,SQL
16246,numpy
16247,Spark
16248,Scala
16249,Python
16250,Ruby
16251,Scala
16252,Excellent organizational skills
16258,Data Modeling
16263,algorithms
16273,CI
16279,firmware
16292,RRC
16301,GPU
16302,documentation
16303,schematics
16308,X86
16316,Windows NT
16318,QNX
16319,embedded systems
16333,documentation
16334,guides
16336,Python
16337,Linux
16338,QNX
16339,Mac OS
16341,JIRA
16342,Chrome
16343,Confluence
16344,Agile Scrum
16348,troubleshooting
16350,automotive
16351,IoT
16352,data analytics
16353,cloud computing
16354,AWS
16355,Docker
16361,demos
16369,specifications
16373,POSIX
16375,scheduling
16384,SVN
16393,frameworks
16394,optimizations
16402,innovativeness
16405,QNX
16410,MISRA
16412,OEM
16416,embedded operating systems
16417,QNX
16418,Linux
16420,VXworks
16422,PPC
16428,defect tracking
16430,Agile methodologies
16432,documentation
16433,Documentation
16440,Sprints
16442,automation
16449,test metrics
16453,SDLC
16457,ALM
16458,JIRA
16459,data visualization
16463,SQL
16464,Oracle
16470,Jira
16472,full SDLC
16480,reliability
16483,AngularJS
16488,TypeScript
16489,frameworks
16493,HTML
16494,CSS
16495,JavaScript
16497,Git
16498,Node
16499,npm
16508,oversight
16515,Adobe Experience Manager
16516,Adobe Analytics
16519,mentoring
16520,PHP
16521,WordPress
16522,Python
16528,Docker
16535,Modelling
16536,propulsion
16539,interfaces
16542,interfaces
16545,software documentation
16549,documentation
16558,Visio
16560,traceability
16561,verification
16562,validation
16563,fidelity
16564,simulation
16565,Bids
16577,Javascript
16579,Javascript
16580,HTML
16581,CSS
16589,analysts
16597,Git
16598,GitHub
16600,TypeScript
16602,troubleshooting
16628,automation
16630,Apache Spark
16632,AWS
16633,Azure
16634,Docker
16636,CDC
16639,JSON
16647,NumPy
16648,pandas
16649,frameworks
16650,queries
16651,Python
16655,Pandas
16660,PostgreSQL
16662,S3
16668,NodeJS
16669,Angular
16670,Javascript
16676,CSS3
16677,JavaScript
16678,Jquery
16679,GIT
16680,bitbucket
16681,SVN
16684,MVC
16685,SQL
16687,jQuery
16688,TDD
16689,IoC
16690,Azure
16691,MVVM
16692,microservices
16693,containerization
16695,deadlines
16701,scripting
16703,deployment
16710,Oracle database
16718,shell scripting
16723,Proactive
16726,HRM
16727,Workday
16733,QA
16740,QA
16748,QA
16751,SQL
16752,GIT
16753,SSH
16755,Selenium
16756,Webdriver
16761,bash
16763,JIRA
16766,QA
16768,TDD
16772,Elixir
16775,GitLab
16776,Github
16777,Jenkins
16778,Docker
16780,Elasticsearch
16781,Redis
16782,AWS
16796,DevOps
16798,Python
16799,Golang
16805,Git
16806,deployment
16813,suppliers
16816,inspections
16821,specifications
16830,maritime
16834,interpersonal skills
16848,PHP
16851,deployment
16856,Spring MVC
16860,Docker
16861,PostgreSQL
16862,XML
16863,JAXB
16864,Git
16865,Jenkins
16866,Kibana
16868,Logstash
16874,PHP
16876,Laravel
16877,WordPress
16880,indexing
16881,optimization
16882,normalization
16891,Automation
16892,technical documentation
16893,deliverables
16895,brainstorming
16899,Scrum
16904,automation
16907,interfaces
16913,modifications
16915,debugging
16918,fulfillment
16919,functional specifications
16933,QA
16934,UAT
16935,configuration
16936,modification
16937,correspondence
16944,Telecom
16950,Scripting
16952,designing
16953,configuring
16957,QTP
16960,J2EE
16961,UNIX
16962,SQL
16970,SDLC
16971,RDBMS
16976,Telecom
16982,Scripting
16984,designing
16985,configuring
16989,QTP
16992,J2EE
16993,UNIX
16994,SQL
17004,Quality Assurance
17005,Automation
17008,UI Automation
17011,Automation
17014,JQuery
17016,API testing
17017,automation
17020,AWS
17021,QA
17028,Automation
17030,test automation
17034,ALM
17035,Jira
17036,automation
17038,Desktop
17040,Selenium
17041,SoapUI
17042,SQL
17043,queries
17052,IPM
17053,retrospectives
17055,Automation
17058,ALM
17059,Testrail
17060,JIRA
17061,Agile methodologies
17062,Analysts
17071,specifications
17074,specifications
17078,classic ASP
17080,integrations
17084,JavaScript
17085,JQuery
17086,DHTML
17088,HTML
17089,CSS
17090,Bootstrap
17091,SQL Server
17094,SoA
17097,XUnit
17100,Git
17105,interpersonal communication skills
17106,logging
17124,CSS
17126,Billing
17128,deadlines
17130,Agile methodology
17137,programmers
17153,responsiveness
17165,styling
17171,HTML
17175,XCode
17177,JavaScript
17178,GIT
17182,performance tuning
17183,Strong analytical skills
17184,optimization
17188,TypeScript
17190,CLI
17192,GIT
17193,XCode
17196,JSON
17200,continuous integration
17201,deployment
17205,Perl
17206,Python
17209,DevOps
17212,continuous integration
17213,deployment
17217,Perl
17218,Python
17221,DevOps
17226,MATLAB
17229,AWS
17230,deployment
17231,automation
17233,containers
17236,SAAS
17237,API
17239,Agile Software Development
17240,JavaScript
17244,CSS
17245,exceptional customer service
17252,specifications
17263,selenium
17268,Architects
17274,Agile methodologies
17275,ceremonies
17278,NodeJS
17279,frameworks
17281,data modelling
17282,databases
17283,MySQL
17286,microservices
17287,deployment
17289,Azure
17290,Continuous Integration
17295,EMR
17304,JS
17327,SQL Server
17328,databases
17329,documentation
17331,HTML
17332,CSS
17333,JavaScript
17334,troubleshooting
17339,templates
17345,HTML
17346,CSS
17347,JavaScript
17351,Microsoft Excel
17357,deployment
17358,ECM
17365,solar PV
17367,Excel
17368,PowerPoint
17373,Javascript
17374,SQL
17376,IaaS
17377,PaaS
17381,AWS
17384,coding standards
17393,S3
17400,Orchestration
17402,Networking
17404,Jenkins
17405,Gitlab
17406,Sonarqube
17408,Python
17411,configuration
17412,optimization
17413,databases
17414,test automation tools
17419,troubleshooting
17424,architecture frameworks
17428,Spring MVC
17429,Grails
17433,JPA
17440,Angular
17444,Git
17445,Maven
17451,Strong interpersonal skills
17458,troubleshooting
17459,scalability
17465,JavaScript
17467,HTML
17472,JavaScript
17474,HTML
17475,relocation
17482,web layout
17487,jQuery
17488,JSON
17489,AJAX
17490,API
17491,Python
17499,Scala
17512,relational databases
17514,SQL
17520,APIs
17531,agile software development
17532,collaborative working
17533,empowerment
17534,honesty
17535,Entity Framework
17538,Bootstrap
17539,jQuery
17540,WinForms
17541,WPF
17542,WCF
17548,frameworks
17550,wireframes
17553,SDLC
17555,optimization
17561,API development
17567,HTML
17568,CSS
17574,ReSharper
17579,TeamCity
17580,CI
17582,Symfony
17589,MySQL
17591,HTML
17592,CSS
17593,JavaScript
17594,Ajax
17595,Git
17601,Selenium
17602,Behat
17604,iterative design
17606,Linux
17613,Python
17614,Ruby
17615,PHP
17616,MySQL
17617,SOQL
17618,Oracle
17621,Apex
17624,SOQL
17631,auditing
17635,BitBucket
17636,Jenkins
17639,templates
17646,approvals
17653,application packaging
17654,deployment
17655,vulnerability
17658,troubleshooting
17659,firewalls
17661,installing
17665,scripting
17673,documentation
17675,routing
17677,Java programming
17680,RDBMS
17681,NoSQL
17682,Hadoop
17690,Chartered Engineer
17693,site surveys
17695,MSc
17697,ETAP
17699,AutoCAD
17700,Python
17701,Django
17702,MongoDB
17703,AWS
17715,Python
17721,automation
17722,technical documentation
17727,Apache Spark
17729,Pandas
